schoolindex,school,y9,y10,y11,y12,y13,y14,y15,y16,y17,sum
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,기타 대학,0,0,0,0,0,0,0,0,3,3
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,동아대,0,0,0,0,0,0,0,0,1,1
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,부산대,0,0,0,0,0,0,0,0,1,1
22,한양대,0,0,0,0,0,0,0,0,2,2
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,홍익대,0,0,0,0,0,0,0,0,7,7
22,한동대,0,0,0,0,0,0,0,0,1,1
22,서강대,0,0,0,0,0,0,0,0,3,3
22,서울대,0,0,0,0,0,0,0,0,4,4
22,성균관대,0,0,0,0,0,0,0,0,10,10
22,기타 대학,0,0,0,0,0,0,0,0,2,2
22,숙명여대,0,0,0,0,0,0,0,0,3,3
22,연세대,0,0,0,0,0,0,0,0,7,7
22,기타 대학,0,0,0,0,0,0,0,0,2,2
22,이화여대,0,0,0,0,0,0,0,0,9,9
22,기타 대학,0,0,0,0,0,0,0,0,2,2
22,기타 대학,0,0,0,0,0,0,0,0,1,1
23,해외대,0,1,0,0,0,0,0,0,0,1
22,전북대,0,0,0,0,0,0,0,0,1,1
22,중앙대,0,0,0,0,0,0,0,0,3,3
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,충남대,0,0,0,0,0,0,0,0,8,8
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,기타 대학,0,0,0,0,0,0,0,0,4,4
22,한국외대,0,0,0,0,0,0,0,0,2,2
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,기타 대학,0,0,0,0,0,0,0,0,2,2
23,해외대,0,0,0,0,0,0,0,1,0,1
23,해외대,0,0,0,0,0,0,0,1,0,1
23,해외대,0,1,0,0,0,0,0,0,0,1
23,건국대,0,0,0,0,0,0,0,0,1,1
23,기타 대학,0,0,0,0,0,0,0,0,1,1
23,경희대,0,0,0,0,0,0,0,0,6,6
23,고려대,0,0,0,0,0,0,0,0,4,4
23,기타 대학,0,0,0,0,0,0,0,0,1,1
23,기타 대학,0,0,0,0,0,0,0,0,3,3
23,기타 대학,0,0,0,0,0,0,0,0,1,1
23,동국대,0,0,0,0,0,0,0,0,2,2
23,부산대,0,0,0,0,0,0,0,0,1,1
23,서강대,0,0,0,0,0,0,0,0,2,2
23,한양대,0,0,0,0,0,0,0,0,3,3
23,홍익대,0,0,0,0,0,0,0,0,2,2
23,성균관대,0,0,0,0,0,0,0,0,4,4
23,기타 대학,0,0,0,0,0,0,0,0,1,1
23,기타 대학,0,0,0,0,0,0,0,0,1,1
23,숙명여대,0,0,0,0,0,0,0,0,4,4
23,기타 대학,0,0,0,0,0,0,0,0,1,1
23,연세대,0,0,0,0,0,0,0,0,6,6
23,기타 대학,0,0,0,0,0,0,0,0,1,1
23,이화여대,0,0,0,0,0,0,0,0,7,7
23,중앙대,0,0,0,0,0,0,0,0,3,3
23,충남대,0,0,0,0,0,0,0,0,4,4
23,기타 대학,0,0,0,0,0,0,0,0,6,6
23,한국외대,0,0,0,0,0,0,0,0,2,2
23,기타 대학,0,0,0,0,0,0,0,0,1,1
23,한동대,0,0,0,0,0,0,0,0,1,1
23,기타 대학,0,0,0,0,0,0,0,0,2,2
24,기타 대학,0,0,0,0,0,0,0,0,1,1
24,경찰대,0,0,0,0,0,0,0,0,1,1
24,고려대,0,0,0,0,0,0,0,0,8,8
24,기타 대학,0,0,0,0,0,0,0,0,1,1
24,기타 대학,0,0,0,0,0,0,0,0,1,1
24,동국대,0,0,0,0,0,0,0,0,2,2
24,서강대,0,0,0,0,0,0,0,0,3,3
24,서울대,0,0,0,0,0,0,0,0,1,1
24,서울시립대,0,0,0,0,0,0,0,0,1,1
24,성균관대,0,0,0,0,0,0,0,0,4,4
24,기타 대학,0,0,0,0,0,0,0,0,1,1
24,기타 대학,0,0,0,0,0,0,0,0,1,1
24,연세대,0,0,0,0,0,0,0,0,9,9
24,이화여대,0,0,0,0,0,0,0,0,1,1
24,중앙대,0,0,0,0,0,0,0,0,1,1
24,기타 대학,0,0,0,0,0,0,0,0,1,1
24,기타 대학,0,0,0,0,0,0,0,0,1,1
24,한국외대,0,0,0,0,0,0,0,0,12,12
24,한양대,0,0,0,0,0,0,0,0,4,4
24,홍익대,0,0,0,0,0,0,0,0,1,1
23,해외대,0,0,0,0,0,0,0,0,1,1
23,해외대,0,0,0,0,0,0,0,0,1,1
8,연세대,0,0,0,0,0,0,0,0,15,15
8,고려대,0,0,0,0,0,0,0,0,15,15
8,서울대,0,0,0,0,0,0,0,0,6,6
8,서강대,0,0,0,0,0,0,0,0,3,3
8,이화여대,0,0,0,0,0,0,0,0,1,1
8,기타 대학,0,0,0,0,0,0,0,0,1,1
16,서울대,0,0,0,0,0,0,0,0,14,14
16,연세대,0,0,0,0,0,0,0,0,21,21
16,고려대,0,0,0,0,0,0,0,0,24,24
16,이화여대,0,0,0,0,0,0,0,0,29,29
23,해외대,0,0,0,0,0,0,0,0,1,1
16,서강대,0,0,0,0,0,0,0,0,4,4
16,경희대,0,0,0,0,0,0,0,0,1,1
16,경찰대,0,0,0,0,0,0,0,0,1,1
16,성균관대,0,0,0,0,0,0,0,0,1,1
24,카이스트,1,0,0,1,0,0,0,0,0,2
24,해외대,1,0,0,0,0,0,0,0,0,1
24,해외대,0,0,0,0,0,1,0,0,0,1
24,해외대,1,0,0,0,0,0,0,0,0,1
16,건국대,0,0,0,0,0,0,0,0,1,1
24,해외대,0,0,0,0,1,0,0,0,0,1
16,숙명여대,0,0,0,0,0,0,0,0,2,2
5,고려대,0,0,0,0,0,0,0,0,64,64
5,서울대,0,0,0,0,0,0,0,0,44,44
5,연세대,0,0,0,0,0,0,0,0,5,5
25,카이스트,2,6,2,1,0,2,0,0,0,13
5,한양대,0,0,0,0,0,0,0,0,2,2
25,해외대,1,0,0,0,0,0,0,0,0,1
25,해외대,0,0,1,0,0,0,0,0,0,1
25,해외대,0,0,0,0,1,0,0,0,0,1
5,이화여대,0,0,0,0,0,0,0,0,1,1
5,기타 대학,0,0,0,0,0,0,0,0,1,1
13,서울대,0,0,0,0,0,0,0,0,44,44
13,연세대,0,0,0,0,0,0,0,0,59,59
13,고려대,0,0,0,0,0,0,0,0,7,7
25,해외대,0,0,0,0,0,0,0,1,0,1
25,해외대,0,0,0,0,0,0,0,1,0,1
25,해외대,0,0,0,0,0,0,0,1,0,1
13,한양대,0,0,0,0,0,0,0,0,4,4
13,성균관대,0,0,0,0,0,0,0,0,2,2
13,이화여대,0,0,0,0,0,0,0,0,1,1
13,서강대,0,0,0,0,0,0,0,0,2,2
13,홍익대,0,0,0,0,0,0,0,0,1,1
25,해외대,0,0,0,0,0,1,0,0,0,1
13,동국대,0,0,0,0,0,0,0,0,1,1
13,기타 대학,0,0,0,0,0,0,0,0,1,1
13,기타 대학,0,0,0,0,0,0,0,0,1,1
13,경찰대,0,0,0,0,0,0,0,0,1,1
13,경희대,0,0,0,0,0,0,0,0,1,1
13,숙명여대,0,0,0,0,0,0,0,0,1,1
2,홍익대,0,0,0,0,0,0,0,0,4,4
2,고려대,0,0,0,0,0,0,0,0,2,2
2,건국대,0,0,0,0,0,0,0,0,7,7
2,서울대,0,0,0,0,0,0,0,0,3,3
2,이화여대,0,0,0,0,0,0,0,0,3,3
2,서강대,0,0,0,0,0,0,0,0,2,2
2,기타 대학,0,0,0,0,0,0,0,0,1,1
2,기타 대학,0,0,0,0,0,0,0,0,1,1
2,한동대,0,0,0,0,0,0,0,0,1,1
2,연세대,0,0,0,0,0,0,0,0,3,3
2,한국외대,0,0,0,0,0,0,0,0,1,1
2,숙명여대,0,0,0,0,0,0,0,0,1,1
2,기타 대학,0,0,0,0,0,0,0,0,1,1
6,기타 대학,0,0,0,0,0,0,0,0,0,0
6,건국대 ,3,0,0,1,1,1,2,0,0,8
6,기타 대학,0,0,0,0,0,0,0,1,0,1
6,기타 대학,0,1,0,0,0,0,0,0,0,1
6,기타 대학,0,0,0,1,1,0,0,0,0,2
6,경북대 ,1,3,5,3,1,1,3,0,0,17
6,기타 대학,0,0,0,1,1,0,0,0,0,2
6,기타 대학,0,0,1,0,0,0,0,0,0,1
6,경찰대 ,0,0,0,0,1,0,0,0,0,1
6,경희대 ,2,4,3,4,5,2,0,2,0,22
6,고려대 ,9,10,6,9,6,14,11,2,0,67
6,기타 대학,0,1,0,0,2,0,0,0,0,3
6,기타 대학,0,1,0,0,0,0,0,0,0,1
6,기타 대학,0,0,0,0,0,0,0,1,0,1
6,기타 대학,0,0,0,0,0,1,0,0,0,1
6,기타 대학,0,0,0,0,0,0,1,0,0,1
6,동국대 ,0,0,2,0,1,0,0,0,0,3
6,기타 대학,0,0,0,0,1,0,0,0,0,1
6,동아대,4,12,14,8,9,14,16,18,0,95
6,기타 대학,0,0,0,0,1,0,0,0,0,1
6,기타 대학,1,1,0,0,0,0,0,0,0,2
6,기타 대학,0,0,0,0,1,0,0,1,0,2
6,부산대,10,2,4,1,5,3,5,4,0,34
6,기타 대학,0,1,0,0,0,0,0,0,0,1
6,서강대 ,0,0,4,2,0,1,2,0,0,9
6,서울대 ,4,6,4,5,2,10,7,6,0,44
6,서울시립대 ,2,1,0,1,0,0,0,0,0,4
6,성균관대 ,9,4,5,5,5,7,6,9,0,50
6,기타 대학,0,0,0,0,2,0,0,0,0,2
6,기타 대학,1,0,0,0,0,0,0,0,0,1
6,기타 대학,0,0,0,0,0,0,0,1,0,1
6,숙명여대 ,0,2,4,2,4,0,0,1,0,13
6,기타 대학,0,0,0,0,0,1,0,2,0,3
6,기타 대학,0,1,0,0,0,0,0,0,0,1
6,기타 대학,0,0,0,1,0,0,0,0,0,1
6,기타 대학,0,0,0,0,2,0,0,0,0,2
6,기타 대학,1,0,1,0,0,0,0,0,0,2
6,연세대 ,8,7,7,8,6,6,11,7,0,60
21,기타 대학,0,0,0,0,0,0,0,0,1,1
